,Label,Text,ppData
688,0,Thanks love. But am i doing torch or bold.,Thanks love But torch bold
689,1,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,Forwarded 448712404000 Please CALL 08712404000 immediately urgent message wait
690,0,Was the farm open?,Was farm open
691,0,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",Sorry trouble u Can buy 4d dad 1405 1680 1843 All 2 big 1 small sit n sun Thanx
692,0,"My sister in law, hope you are having a great month. Just saying hey. Abiola",My sister law hope great month Just say hey Abiola
693,0,Will purchase d stuff today and mail to you. Do you have a po box number?,Will purchase stuff today mail Do po box number
694,0,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,Ah poop Looks like ill prob send laptop get fix cuz gpu problem
695,0,Good. Good job. I like entrepreneurs,Good Good job I like entrepreneur
696,0,"Aight, you close by or still down around alex's place?",Aight close still around alex place
697,0,meet you in corporation st outside gap Û_ you can see how my mind is working!,meet corporation st outside gap see mind work
698,0,Mum ask Ì_ to buy food home...,Mum ask buy food home
699,0,K..u also dont msg or reply to his msg..,K u also dont msg reply msg
700,0,How much r Ì_ willing to pay?,How much r willing pay
701,0,"Sorry, I'll call later",Sorry I call later
702,0,What is important is that you prevent dehydration by giving her enough fluids,What important prevent dehydration give enough fluid
703,0,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",Thats bit weird even suppose happen But good idea sure pub
704,0,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,True dear sit pray evening felt sms time
705,0,"I don't think I can get away for a trek that long with family in town, sorry",I think I get away trek long family town sorry
706,0,So when do you wanna gym harri,So wan na gym harri
707,0,Quite late lar... Ard 12 anyway i wun b drivin...,Quite late lar Ard 12 anyway wun b drivin
708,1,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",To review KEEP fantastic Nokia N Gage game deck Club Nokia go 2 www cnupdates com newsletter unsubscribe alert reply word OUT
709,1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price Orange line rental late camera phone 4 FREE Had phone 11mths Call MobilesDirect free 08000938767 update or2stoptxt T Cs
710,0,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,Height Confidence All Aeronautics professor wer calld amp wer askd 2 sit aeroplane Aftr sit wer tell dat plane w make student Dey hurry plane Bt 1 didnt move He say make student
711,0,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,It seem like weird timing night g want come smoke day shitstorm attribute always come make everyone smoke
712,1,08714712388 between 10am-7pm Cost 10p,08714712388 10am 7pm Cost 10p
713,0,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",Save stress If person dorm account send account detail money send
714,0,He also knows about lunch menu only da. . I know,He also know lunch menu da I know
715,0,When i have stuff to sell i.ll tell you,When stuff sell tell
716,1,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,449071512431 URGENT This 2nd attempt contact U U WON 1250 CALL 09071512433 b4 050703 T CsBCM4235WC1N3XX callcost 150ppm mobilesvary max 7 50
717,0,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,Book lesson msg I call work sth I go get specs My membership PX3748
718,1,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,You WON guaranteed 1000 cash 2000 prize To claim yr prize call customer service representative 08714712394 10am 7pm
719,0,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,Macha dont feel upset assume mindset believe one even wonderful plan u LET LIFE BEGIN AGAIN call anytime
720,0,Oh is it? Send me the address,Oh Send address
721,0,S'fine. Anytime. All the best with it.,S fine Anytime All best
722,0,That is wondar full flim.,That wondar full flim
723,0,Ya even those cookies have jelly on them,Ya even cooky jelly
724,0,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",The world run still maybe feel admit mad correction let call life keep run world may u r also run let run
725,0,Got it! It looks scrumptious... daddy wants to eat you all night long!,Got It look scrumptious daddy want eat night long
726,0,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,Of co lar ba dao ok 1 pm lor Y u never ask go ah I say u would ask fri say u ask today
727,0,"Alright omw, gotta change my order to a half8th",Alright omw get ta change order half8th
728,0,Exactly. Anyways how far. Is jide her to study or just visiting,Exactly Anyways far Is jide study visit
729,0,Dunno y u ask me.,Dunno u ask
730,1,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,Email AlertFrom Jeri StewartSize 2KBSubject Low cost prescripiton drvgsTo listen email call 123
731,0,No he didn't. Spring is coming early yay!,No Spring come early yay
732,0,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,Lol feel bad I use money take steak dinner D
733,0,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,Even u dont get trouble convince tel twice tel neglect msg dont c read dont reply
734,0,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,Leaving qatar tonite search opportunity go fast pls add ur prayer dear Rakhesh
735,0,Then why no one talking to me,Then one talk
736,0,Thanks for looking out for me. I really appreciate.,Thanks look I really appreciate
737,1,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Hi Customer Loyalty Offer The NEW Nokia6650 Mobile ONLY 10 TXTAUCTION Txt word START No 81151 get Now 4T Ctxt TC 150p MTmsg
738,0,Wish i were with you now!,Wish
739,0,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,Haha mayb u rite U know well Da feeling like someone gd lor U faster go find one gal group attach liao
740,0,Yes i will be there. Glad you made it.,Yes Glad make
741,0,Do well :)all will for little time. Thing of good times ahead:,Do well little time Thing good time ahead
742,0,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,Just get room soon put clock back til 8 shout everyone get realise 7 wahay another hour bed
743,0,Ok. There may be a free gym about.,Ok There may free gym
744,0,Men like shorter ladies. Gaze up into his eyes.,Men like short lady Gaze eye
745,0,Dunno he jus say go lido. Same time 930.,Dunno jus say go lido Same time 930
746,0,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",I promise take good care princess I run Please send pic get chance Ttyl
747,1,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,U subscribe best Mobile Content Service UK 3 per 10 day send STOP 82324 Helpline 08706091795
748,0,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,Is reason speak year Anyways great week best exam
749,0,By monday next week. Give me the full gist,By monday next week Give full gist
750,1,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",Do realize 40 year thousand old lady run around tattoo
751,1,You have an important customer service announcement from PREMIER.,You important customer service announcement PREMIER
752,0,Dont gimme that lip caveboy,Dont gim lip caveboy
753,0,When did you get to the library,When get library
754,0,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,Realy sorry recognise number confuse r u please
755,0,So why didnt you holla?,So didnt holla
756,0,Cant think of anyone with * spare room off * top of my head,Cant think anyone spare room top head
757,0,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",Faith make thing possible Hope make thing work Love make thing beautiful May three Christmas Merry Christmas
758,0,U should have made an appointment,U make appointment
759,0,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",Call carlos phone vibrate act I might hear text
760,1,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",Romantic Paris 2 night 2 flight 79 Book 4 next year Call 08704439680Ts Cs apply
761,0,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",We grandmas Oh dear u still ill I felt Shit morning think hungover Another night We leave sat
762,1,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,Urgent Ur 500 guarantee award still unclaimed Call 09066368327 NOW closingdate04 09 02 claimcode M39M51 1 50pmmorefrommobile2Bremoved MobyPOBox734LS27YF
763,0,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,Nothing jus tot u would ask co u ba gua But go mt faber yest Yest jus go already mah today go Jus call lor
764,0,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",Wishing family Merry X ma HAPPY NEW Year advance
765,1,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,UR award City Break could WIN 200 Summer Shopping spree every WK Txt STORE 88039 SkilGme TsCs087147403231Winawk Age16 1 50perWKsub
766,0,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",I nt goin get somethin unless meetin 4 dinner lor Haha wonder go tis time
767,0,"Sorry, I'll call later",Sorry I call later
768,0,I cant pick the phone right now. Pls send a message,I cant pick phone right Pls send message
769,0,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,Lol I know They dramatic Schools already close tomorrow Apparently drive inch snow suppose get
770,0,Not getting anywhere with this damn job hunting over here!,Not get anywhere damn job hunt
771,0,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,Lol U drunkard Just hair moment Yeah still 4 tonight Wats plan
772,0,"idc get over here, you are not weaseling your way out of this shit twice in a row",idc get weaseling way shit twice row
773,0,I wil be there with in  &lt;#&gt;  minutes. Got any space,I wil lt gt minute Got space
774,0,Just sleeping..and surfing,Just sleeping surfing
775,0,Thanks for picking up the trash.,Thanks pick trash
776,0,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,Why go tell friend sure want live smoke much spend hour beg come smoke
777,0,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",Hi Kate lovely see tonight ill phone tomorrow I get sing guy give card xxx
778,0,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,Happy New year dear brother I really miss Just get number decide send text wish happiness Abiola
779,0,That means get the door,That mean get door
780,0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,Your opinion 1 Over 2 Jada 3 Kusruthi 4 Lovable 5 Silent 6 Spl character 7 Not mature 8 Stylish 9 Simple Pls reply
781,0,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",Hmmm I think say 2 hour slave 3 You late How I punish
782,0,Beerage?,Beerage
783,1,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,You important customer service announcement PREMIER Call FREEPHONE 0800 542 0578
784,0,Dont think so. It turns off like randomlly within 5min of opening,Dont think It turn like randomlly within 5min opening
785,0,"She was supposed to be but couldn't make it, she's still in town though",She suppose make still town though
786,0,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,It Most time fix spelling But sometimes get completely diff word Go figure
787,1,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),Ever think live good life perfect partner Just txt back NAME AGE join mobile community 100p SMS
788,1,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.",5 Free Top Polyphonic Tones call 087018728737 National Rate Get toppoly tune send every week text SUBPOLY 81618 3 per pole UnSub 08718727870
789,0,Gud mrng dear hav a nice day,Gud mrng dear hav nice day
790,0,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,This hop enjoy game yesterday Sorry touch pls know fondly bein thot Have great week Abiola
791,0,All e best 4 ur driving tmr :-),All e best 4 ur drive tmr
792,0,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,Y WHERE U AT DOGBREATH ITS JUST SOUNDING LIKE JAN C THAT S AL
793,0,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,Omg I want scream I weigh I lose weight Woohoo
794,0,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,There generally one It uncountable noun u dictionary piece research
795,0,it's really getting me down just hanging around.,really get hang around
796,1,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",Orange customer may claim FREE CAMERA PHONE upgrade loyalty Call 0207 153 9996 Offer end 14thMarch T C apply Opt availa
797,0,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",Petey boy whereare friendsare theKingshead come canlove Nic
798,0,Ok i msg u b4 i leave my house.,Ok msg u b4 leave house
799,0,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",Gim lt gt minute ago
800,1,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",Last Chance Claim ur 150 worth discount voucher today Text SHOP 85023 SavaMob offer mobile T Cs SavaMob POBOX84 M263UZ 3 00 Sub 16
801,0,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,Appt lt TIME gt Not fault u listen I tell u twice
802,1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,FREE 1st week No1 Nokia tone 4 ur mobile every week txt NOKIA 8077 Get txting tell ur mate www getzed co uk POBox 36504 W45WQ 16 norm150p tone
803,1,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,You guaranteed 200 award even 1000 cashto claim UR award call free 08000407165 18 2 stop getstop 88222 PHP RG21 4JX
804,0,K I'll be there before 4.,K I 4
805,0,I dled 3d its very imp,I dled 3d imp
806,0,"sure, but make sure he knows we ain't smokin yet",sure make sure know smokin yet
807,0,Boooo you always work. Just quit.,Boooo always work Just quit
808,0,I am taking half day leave bec i am not well,I take half day leave bec well
809,0,Ugh I don't wanna get out of bed. It's so warm.,Ugh I wan na get bed It warm
810,0,S:)s.nervous  &lt;#&gt; :),S nervous lt gt
811,0,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,So ring come guy costume It gift future yowifes Hint hint
812,1,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Congratulations ur award either 500 CD gift voucher Free entry 2 100 weekly draw txt MUSIC 87066 TnCs www Ldew com1win150ppmx3age16
813,0,I borrow ur bag ok.,I borrow ur bag ok
814,1,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",U outbid simonwatson5120 Shinco DVD Plyr 2 bid visit sm ac smsrewards 2 end bid notification reply END OUT
815,0,Where's my boytoy? I miss you ... What happened?,Where boytoy I miss What happen
816,0,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",He lot use one babe model help Youi bring match
817,0,Also are you bringing galileo or dobby,Also bring galileo dobby
818,0,Then why you not responding,Then respond
819,0,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",BOO BABE U ENJOYIN YOURJOB U SEEMED 2 B GETTIN ON WELL HUNNY HOPE URE OK TAKE CARE I LLSPEAK 2U SOONLOTS OF LOVEME XXXX
820,0,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,Good afternoon starshine How boytoy Does crave yet Ache fuck sips cappuccino I miss babe tease kiss
821,0,On the road so cant txt,On road cant txt
822,1,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",SMSSERVICES yourinclusive text credit pls goto www comuk net login 3qxj9 unsubscribe STOP extra charge help 08702840625 COMUK 220 CM2 9AE
823,1,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie Moon Children need song ur mob Tell ur m8s Txt Tone charity 8007 Nokias Poly charity polys zed 08701417012 profit 2 charity
824,0,Have a good evening! Ttyl,Have good evening Ttyl
825,0,Hmm .. Bits and pieces lol ... *sighs* ...,Hmm Bits piece lol sigh
826,0,Hahaha..use your brain dear,Hahaha use brain dear
827,0,Hey. You got any mail?,Hey You get mail
828,0,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",Sorry light turn green I mean another friend want lt gt worth may around
829,0,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,Thanks yesterday sir You wonderful Hope enjoy burial MojiBiola
830,1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,U secret admirer REVEAL think U R So special Call 09065174042 To opt Reply REVEAL STOP 1 50 per msg recd Cust care 07821230901
831,0,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx,Hi mate RV u hav nice hol message 3 say hello coz send u 1 age start drive stay road RVx
832,1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",Dear Voucher Holder To claim week offer PC please go http www e tlp co uk expressoffer Ts Cs apply To stop text txt STOP 80062
833,0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",Thank much When skyped wit kz sura didnt get pleasure company Hope good We give ultimatum oh We countin aburo Enjoy This message send day ago
834,0,Surely result will offer:),Surely result offer
835,0,Good Morning my Dear........... Have a great &amp; successful day.,Good Morning Dear Have great amp successful day
836,1,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,Do want 750 anytime network mins 150 text NEW VIDEO phone five pound per week call 08002888812 reply delivery tomorrow
837,0,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",Sir I late pay rent past month pay lt gt charge I felt would inconsiderate nag something give great cost didnt speak I however recession wont able pay charge month hence askin well ahead month end Can please help Thanks
838,1,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,We try contact offer New Video Phone 750 anytime network mins HALF PRICE Rental camcorder call 08000930705 reply delivery Wed
839,1,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,Last chance 2 claim ur 150 worth discount voucher Text YES 85023 SavaMob member offer mobile T Cs 08717898035 3 00 Sub 16 Remove txt X STOP
840,0,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,I luv u soo much u understand special u r 2 ring u 2morrow luv u xxx
841,0,"Pls send me a comprehensive mail about who i'm paying, when and how much.",Pls send comprehensive mail pay much
842,0,Our Prashanthettan's mother passed away last night. pray for her and family.,Our Prashanthettan mother pass away last night pray family
843,1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",Urgent call 09066350750 landline Your complimentary 4 Ibiza Holiday 10 000 cash await collection SAE T Cs PO BOX 434 SK3 8WP 150 ppm 18
844,0,K.k:)when are you going?,K k go
845,0,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,Meanwhile shit suite xavier decide give u lt gt second warn samantha come play jay guitar impress shit Also I think doug realizes I live anymore
846,0,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,My stomach thru much trauma I swear I eat I better lose weight
847,0,I am in office:)whats the matter..msg me now.i will call you at break:).,I office whats matter msg call break
848,0,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",Yeah barely enough room two u x many fuck shoe Sorry man see later
849,1,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",Today Offer Claim ur 150 worth discount voucher Text YES 85023 SavaMob member offer mobile T Cs 08717898035 3 00 Sub 16 Unsub reply X
850,0,U reach orchard already? U wan 2 go buy tickets first?,U reach orchard already U wan 2 go buy ticket first
851,0,"I am real, baby! I want to bring out your inner tigress...",I real baby I want bring inner tigress
852,0,No da if you run that it activate the full version da.,No da run activate full version da
853,0,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",AH POOR BABY HOPE URFEELING BETTERSN LUV PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX
854,0,Stop the story. I've told him i've returned it and he's saying i should not re order it.,Stop story I tell return say order
855,1,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,Talk sexy Make new friend fall love world discreet text dating service Just text VIP 83110 see could meet
856,0,Going to take your babe out ?,Going take babe
857,0,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,Hai ana tomarrow come morning lt DECIMAL gt ill sathy go RTO office Reply come home
858,0,Spoons it is then okay?,Spoons okay
859,0,Did he just say somebody is named tampa,Did say somebody name tampa
860,0,In work now. Going have in few min.,In work Going min
861,0,Your brother is a genius,Your brother genius
862,0,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",Sorry I guess whenever I get hold connection maybe hour two I text
863,0,Did u find out what time the bus is at coz i need to sort some stuff out.,Did u find time bus coz need sort stuff
864,0,Dude ive been seeing a lotta corvettes lately,Dude ive see lotta corvettes lately
865,1,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,Congratulations ur award either yrs supply CDs Virgin Records Mystery Gift GUARANTEED Call 09061104283 Ts Cs www smsco net 1 50pm approx 3mins
866,0,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",Same I consider wall bunker shit important I never play peaceful I guess place high enough matter
867,1,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,PRIVATE Your 2003 Account Statement 07808 XXXXXX show 800 un redeem S I M point Call 08719899217 Identifier Code 41685 Expires 07 11 04
868,1,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,Hello We need posh bird chap user trial prod champneys Can put I need address dob asap Ta r
869,1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,What U want Xmas How 100 free text message new video phone half price line rental Call free 0800 0721072 find
870,0,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",Well officially philosophical hole u wan na call home ready save
871,0,Its going good...no problem..but still need little experience to understand american customer voice...,Its go good problem still need little experience understand american customer voice
872,0,I'll text you when I drop x off,I text I drop x
873,0,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,Ugh long day I exhaust Just want cuddle take nap
874,0,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,Talk With Yourself Atleast Once In A Day Otherwise You Will Miss Your Best FRIEND In This WORLD Shakespeare SHESIL lt gt
875,1,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",Shop till u Drop IS IT YOU either 10K 5K 500 Cash 100 Travel voucher Call 09064011000 NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary
876,0,Are you in castor? You need to see something,Are castor You need see something
877,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,Sunshine Quiz Wkly Q Win top Sony DVD player u know country Liverpool play mid week Txt ansr 82277 1 50 SP Tyrone
878,1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,U secret admirer look 2 make contact U find R reveal think UR special call 09058094565
879,1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,U Secret Admirer look 2 make contact U find R reveal think UR special call 09065171142 stopsms 08
880,1,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,Reminder You download content already pay Goto http doit mymoby tv collect content
881,0,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",see knew give break time woul lead always want miss curfew I gon na gibe til one MIDNIGHT movie gon na get til 2 You need come home You need getsleep anything need b studdying ear training
882,0,I love to give massages. I use lots of baby oil... What is your fave position?,I love give massage I use lot baby oil What fave position
883,0,Dude we should go sup again,Dude go sup
884,0,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,Yoyyooo u know change permission drive mac My usb flash drive
885,0,Gibbs unsold.mike hussey,Gibbs unsold mike hussey
886,0,I like to talk pa but am not able to. I dont know y.,I like talk pa able I dont know
887,0,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,Y dun cut short leh U dun like ah She fail She quite sad
888,0,You unbelievable faglord,You unbelievable faglord
889,0,Wife.how she knew the time of murder exactly,Wife know time murder exactly
890,0,Why do you ask princess?,Why ask princess
891,0,I am great princess! What are you thinking about me? :),I great princess What think
892,0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,Nutter Cutter Ctter Cttergg Cttargg Ctargg Ctagg ie
